"report_namePKO";"hostilityGov_None";"hostilityGov_VerbalRestrictions";"hostilityGov_PhysicalRestrictions";"hostilityGov_ViolentRestrictions";"hostilityOther_None";"hostilityOther_VerbalRestrictions";"hostilityOther_PhysicalRestrictions";"hostilityOther_ViolentRestrictions";"abuseAllegations";"abuseInvestigation";"sexualViolenceAllegation";"sexualViolenceInvestigation";"DDRprogress"
"207";"UNMIK_S/2002/62";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"COMPLETED"
"208";"UNMIK_S/2001/926";"True";"False";"False";"False";"True";"False";"False";"True";"False";"False";"False";"False";"COMPLETED"
"209";"UNMIK_S/2001/565";"True";"False";"False";"False";"False";"True";"True";"True";"False";"False";"False";"False";"COMPLETED"
"210";"UNMIK_S/2001/218";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"COMPLETED"
"211";"UNOMIG_S/1996/5";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"212";"UNOMIG_S/1995/937";"False";"False";"True";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"213";"UNOMIG_S/1995/657";"False";"False";"True";"False";"False";"True";"False";"False";"False";"False";"False";"False";"NO_INFO"
"214";"UNMIK_S/2000/878";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"COMPLETED"
"215";"UNMIK_S/2000/538";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"COMPLETED"
"216";"UNOMIG_S/1994/312/Add.1";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"217";"UNOMIG_S/1995/10";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"218";"UNOMIG_S/1994/818/Add.1";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"219";"UNOMIG_S/1994/818";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"220";"UNOMIG_S/1994/725";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"221";"UNOMIG_S/1994/529/Add.1";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"222";"UNOMIG_S/1994/529";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"223";"UNOMIG_S/1994/312";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"224";"UNOMIG_S/1995/342";"False";"False";"True";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"225";"UNOMIG_S/1994/181";"False";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"NO_INFO"
"226";"UNMIK_S/2000/117";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"COMPLETED"
"227";"UNOMIG_S/26551";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"228";"UNOMIG_S/1994/1160";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"229";"UNOMIG_S/1994/253";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"230";"UNMIK_S/1999/987";"True";"False";"False";"False";"False";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"231";"UNMIK_S/1999/1250";"True";"False";"False";"False";"False";"True";"False";"True";"False";"False";"False";"False";"COMPLETED"
"232";"UNMIK_S/1999/779";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"233";"UNPREDEP_S/1998/644";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"234";"UNPREDEP_S/1999/161";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"235";"UNPREDEP_S/1998/454_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"236";"UNPREDEP_S/1998/454";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"237";"UNPREDEP_S/1997/911";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"238";"UNPREDEP_S/1997/631";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"239";"UNPREDEP_S/1997/365";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"240";"UNPREDEP_S/1996/961";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"241";"UNPREDEP_S/1996/819";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"242";"UNPREDEP_S/1996/373";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"243";"UNPREDEP_S/1996/65";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"244";"UNPREDEP_S/1995/987";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"245";"UNCRO_S/1996/83";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"246";"UNCRO_S/1995/987";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"247";"UNCRO_S/1995/835";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"248";"UNCRO_S/1995/730";"False";"False";"True";"True";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"249";"UNCRO_S/1995/650";"False";"False";"True";"False";"False";"True";"True";"True";"False";"False";"False";"False";"NO_INFO"
"250";"UNCRO_S/1995/467";"False";"True";"True";"False";"False";"True";"True";"False";"False";"False";"False";"False";"NO_INFO"
"251";"UNPROFOR_S/1995/987";"False";"False";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"252";"UNPROFOR_S/1995/755_BiH";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"253";"UNPROFOR_S/1995/444_BiH";"False";"False";"True";"True";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"254";"UNPROFOR_S/1994/1389_BiH";"False";"False";"True";"True";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"255";"UNPROFOR_S/1994/1067_Croatia";"False";"True";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"256";"UNPROFOR_S/1994/1067_BiH";"False";"False";"True";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"257";"UNPROFOR_S/1994/1067_Macedonia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"258";"UNPROFOR_S/1994/600_BiH";"True";"False";"False";"False";"False";"True";"True";"True";"False";"False";"False";"False";"NO_INFO"
"259";"UNPROFOR_S/1994/555_BiH";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"260";"UNPROFOR_S/1994/300_BiH";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"261";"UNPROFOR_S/1994/300_Croatia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"262";"UNPROFOR_S/1994/291_BiH";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"263";"UNPROFOR_S/1995/222_Croatia";"False";"False";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"264";"UNPROFOR_S/1995/222_BiH";"False";"False";"True";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"265";"UNPROFOR_S/1995/222_Macedonia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"266";"UNPROFOR_S/26828_Croatia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"267";"UNPROFOR_S/26470_BiH";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"268";"UNPROFOR_S/26470_Macedonia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"269";"UNPROFOR_S/26470_Croatia";"False";"True";"True";"True";"False";"True";"False";"True";"False";"False";"False";"False";"NO_INFO"
"270";"UNPROFOR_S/26099_Macedonia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"271";"UNPROFOR_S/25777_Croatia";"False";"False";"False";"True";"False";"True";"True";"True";"False";"False";"False";"False";"NO_INFO"
"272";"UNPROFOR_S/25264_BiH";"False";"True";"False";"True";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"273";"UNPROFOR_S/25264_Croatia";"True";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"NO_INFO"
"274";"UNPROFOR_S/24848_Croatia";"False";"True";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"275";"UNPROFOR_S/24848_BiH";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"276";"UNPROFOR_S/24848";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"277";"UNPROFOR_S/1995/38_Croatia";"False";"False";"True";"False";"False";"True";"True";"False";"False";"False";"False";"False";"NO_INFO"
"278";"UNPROFOR_S/24600_Croatia";"False";"False";"True";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"279";"UNPROFOR_S/24353_Croatia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"280";"UNPROFOR_S/24333_BiH";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"281";"UNPROFOR_S/24263";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"282";"UNPROFOR_S/24188_Croatia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"283";"UNPROFOR_S/24100_Croatia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"284";"UNPROFOR_S/24100_BiH";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"285";"UNPROFOR_S/23900_BiH";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"286";"UNPROFOR_S/23844_BiH";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"287";"UNPROFOR_S/23844_Serbia";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"288";"UNPROFOR_S/23844_Croatia";"False";"False";"True";"True";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"289";"UNMIT_S/2012/765";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"290";"UNMIT_S/2012/43";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"291";"UNMIT_S/2011/641";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"292";"UNMIT_S/2011/32";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"293";"UNMIT_S/2010/522";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"294";"UNMIT_S/2009/504";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"True";"True";"NO_INFO"
"295";"UNMIT_S/2010/85";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"296";"UNMIT_S/2009/72";"False";"True";"False";"False";"True";"False";"False";"False";"False";"False";"True";"True";"NO_INFO"
"297";"UNMIT_S/2008/501";"False";"False";"False";"True";"True";"False";"False";"False";"False";"False";"True";"True";"NO_INFO"
"298";"UNMIT_S/2008/26";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"True";"True";"NO_INFO"
"299";"UNMIT_S/2007/513";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"True";"True";"NO_INFO"
"300";"UNMIT_S/2007/50";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"301";"UNMISET_S/2005/310";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"302";"UNMISET_S/2005/99";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"303";"UNMISET_S2004/888";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"304";"UNMISET_S/2004/669";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"305";"UNMISET_S/2004/333";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"306";"UNMISET_S/2004/117";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"307";"UNMISET_S/2003/944";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"308";"UNMISET_S/2003/449";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"309";"UNMISET_S/2003/243";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"310";"UNMISET_S/2002/1223";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"311";"UNTAET_S/2002/432";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"312";"UNTAET_S/2002/80";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"313";"UNTAET_S/2001/983";"True";"False";"False";"False";"False";"";"";"";"False";"False";"False";"False";"NO_INFO"
"314";"UNTAET_S/2001/719";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NOT_STARTED"
"315";"UNTAET_S/2001/436";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"316";"UNTAET_S/2001/42";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"317";"UNTAET_S/2000/738";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NOT_STARTED"
"318";"UNTAET_S/2000/53";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"319";"UNMOT_S/2000/214";"True";"False";"False";"False";"True";"False";"False";"False";"True";"True";"True";"True";"STARTED"
"320";"UNMOT_S/1999/1127";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"321";"UNMOT_S/1999/872";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"322";"UNMOT_S/1999/514";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"323";"UNMOT_S1999/124";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"324";"UNMOT_S/1998/1029";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"STARTED"
"325";"UNMOT_S/1998/754";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"STARTED"
"326";"UNMOT_S/1998/374";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"327";"UNMOT_S/1998/113";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"328";"UNMOT_S/1997/859";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"329";"UNMOT_S/1997/686";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NOT_STARTED"
"330";"UNMOT_S/1997/415";"False";"False";"True";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NOT_STARTED"
"331";"UNMOT_S/1997/198";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"332";"UNMOT_S/1997/56";"True";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"333";"UNMOT_S/1996/1010";"False";"False";"True";"True";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"334";"UNMOT_S/1996/754";"False";"False";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"335";"UNMOT_S/1996/412";"False";"False";"True";"True";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"336";"UNMOT_S/1996/212";"False";"False";"True";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"337";"UNMOT_S/1995/1024";"False";"False";"False";"True";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"338";"UNMOT_S/1995/799";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"339";"UNMOT_S/1995/472";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"340";"UNMOT_S/1995/390";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"341";"UNMOT_S/1995/105";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"342";"UNTAC_S/26360";"False";"False";"True";"True";"False";"False";"True";"False";"False";"False";"False";"False";"NO_INFO"
"343";"UNTAC_S/26090";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"344";"UNTAC_S/25913";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"345";"UNTAC_S/25784";"False";"False";"True";"True";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"346";"UNTAC_S/25719";"False";"True";"True";"True";"False";"False";"False";"True";"False";"False";"False";"False";"START_BUT_STOP"
"347";"UNTAC_S/25289";"False";"True";"True";"True";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"348";"UNTAC_S/25124";"False";"True";"True";"True";"False";"False";"False";"True";"False";"False";"False";"False";"START_BUT_STOP"
"349";"UNTAC_S/24800";"False";"False";"True";"True";"False";"False";"False";"True";"False";"False";"False";"False";"STARTED"
"350";"UNTAC_S/24578";"False";"True";"True";"True";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"351";"UNTAC_S/24286";"False";"False";"True";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"352";"UNTAC_S/24090";"False";"False";"True";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NOT_STARTED"
"353";"UNTAC_S/23870";"False";"False";"True";"True";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"354";"MINUJUSTH_S/2019/805";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"355";"MINUJUSTH_S/2019/563";"True";"False";"False";"False";"False";"True";"False";"True";"False";"False";"False";"False";"STARTED"
"356";"MINUJUSTH_S/2019/198";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"357";"MINUJUSTH_S/2018/1059";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"358";"MINUJUSTH_S/2018/795";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"359";"MINUJUSTH_S/2018/527";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"360";"MINUJUSTH_S/2018/241";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"";"";"NO_INFO"
"361";"MINUSTAH_S/2017/840";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"True";"True";"NO_INFO"
"362";"MINUSTAH_S/2017/604";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"363";"MINUSTAH_S/2017/223_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"364";"MINUSTAH_S/2017/223";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"";"";"NO_INFO"
"365";"MINUSTAH_S/2016/753_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"366";"MINUSTAH_S/2016/753";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"367";"MINUSTAH_S/2016/225_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"368";"MINUSTAH_S/2016/225";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"";"False";"NO_INFO"
"369";"MINUSTAH_S/2015/667_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"370";"MINUSTAH_S/2015/667";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"371";"MINUSTAH_S/2015/157_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"372";"MINUSTAH_S/2015/157";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"373";"MINUSTAH_S/2014/617_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"374";"MINUSTAH_S/2014/617";"True";"False";"False";"False";"True";"False";"False";"False";"";"False";"True";"False";"NO_INFO"
"375";"MINUSTAH_S/2014/162_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"376";"MINUSTAH_S/2014/162";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"377";"MINUSTAH_S/2013/493_AnnexI";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"378";"MINUSTAH_S/2013/493";"False";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"NO_INFO"
"379";"MINUSTAH_S/2013/139";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"380";"MINUSTAH_S/2012/678";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"381";"MINUSTAH_S/2012/128";"True";"False";"False";"False";"False";"True";"False";"False";"False";"False";"True";"True";"NO_INFO"
"382";"MINUSTAH_S/2011/540";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"383";"MINUSTAH_S/2011/183";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"NO_INFO"
"384";"MINUSTAH_S/2010/446";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"385";"MINUSTAH_S/2010/200";"True";"False";"False";"False";"True";"False";"False";"False";"";"";"";"";"NO_INFO"
"386";"MINUSTAH_S/2009/439";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"";"";"STARTED"
"387";"MINUSTAH_S/2009/129";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"";"";"STARTED"
"388";"MINUSTAH_S/2008/586";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"STARTED"
"389";"MINUSTAH_S/2008/202";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"True";"True";"STARTED"
"390";"MINUSTAH_S/2007/503";"True";"False";"False";"False";"True";"False";"True";"True";"False";"False";"False";"False";"STARTED"
"391";"MINUSTAH_S/2006/1003";"True";"False";"False";"False";"False";"True";"True";"True";"False";"False";"False";"False";"STARTED"
"392";"MINUSTAH_S/2006/592";"True";"False";"False";"False";"False";"False";"False";"True";"True";"True";"False";"False";"STARTED"
"393";"MINUSTAH_S/2006/60";"True";"False";"False";"False";"False";"False";"True";"True";"False";"False";"False";"False";"STARTED"
"394";"MINUSTAH_S/2005/631";"True";"False";"False";"False";"False";"False";"False";"True";"True";"True";"False";"False";"STARTED"
"395";"MINUSTAH_S/2005/313";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NOT_STARTED"
"396";"ONUSAL_S/1994/536";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"397";"MINUSTAH_S/2005/124";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"STARTED"
"398";"MINUSTAH_S/2004/908";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"STARTED"
"399";"MINUSTAH_S/2004/698";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NOT_STARTED"
"400";"ONUCA_S/21379_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"401";"ONUCA_S/21379_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"402";"ONUCA_S/21909_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"STARTED"
"403";"ONUCA_S/21931_Nicaragua";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"404";"ONUCA_S/21931_Honduras";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"405";"ONUSAL_S/26371";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"COMPLETED"
"406";"ONUSAL_S/26581";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"407";"ONUSAL_S/26581_Annex";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"408";"UNMIH_S/1995/305";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"409";"UNSMIH_S/1996/813/Add.1";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"410";"MINUGUA_S/1997/432";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"STARTED"
"411";"MIPONUH_S/1999/181";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"412";"MIPONHU_S/2000/150";"True";"False";"False";"False";"False";"False";"False";"True";"False";"False";"False";"False";"NO_INFO"
"413";"MIPONUH_S/1999/1184";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"414";"MIPONUH_S/1999/908";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"415";"MIPONUH_S/1999/579";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"416";"MIPONUH_S/1998/1064";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"417";"MIPONUH_S/1998/796";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"418";"MIPONUH_S/1998/434";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"419";"MIPONUH_S/1998/144";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
"420";"UNTMIH_S/1997/832";"True";"False";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"NO_INFO"
"421";"UNMISH_S/1997/564";"False";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"NO_INFO"
"422";"UNSMIH_S/1997/244";"True";"False";"False";"False";"True";"False";"False";"False";"False";"False";"False";"False";"NO_INFO"
